Sample 5 Grain Analysis Report
====================================

Image used: C:\Users\HP\PycharmProjects\Microstructure\Optical microstructure\100 x\5\100x1.tiff
Scale: 0.473 µm/pixel
Minimum area filter: 500 pixels

Filtered grain count: 87

Equivalent diameter statistics (µm):
count    87.000000
mean     42.531777
std      16.580757
min      14.171335
25%      30.460934
50%      39.274931
75%      53.494567
max      92.480565
Name: equivalent_diameter_um, dtype: float64

Detailed filtered grain table:
   Sample  area_px     area_um2  equivalent_diameter_um  major_axis_um  minor_axis_um  aspect_ratio  roundness  solidity
1       5  30024.0  6717.239496               92.480565     137.201604      68.514823      2.002510   0.264036  0.801645
2       5  21181.0  4738.803949               77.676461      85.344258      74.507382      1.145447   0.238508  0.849687
3       5  10422.0  2331.703638               54.486854      66.529679      56.038537      1.187213   0.373863  0.764356
4       5   9822.0  2197.466238               52.895188      79.549962      40.097981      1.983889   0.362760  0.829071
5       5  10503.0  2349.825687               54.698181     103.132478      40.862108      2.523915   0.143678  0.636353
6       5  13296.0  2974.700784               61.542722      76.944938      56.002864      1.373946   0.247993  0.753314
7       5  11322.0  2533.059738               56.790772      76.266408      50.807607      1.501082   0.218821  0.694857
8       5  13991.0  3130.192439               63.130696     101.021848      54.189298      1.864240   0.125162  0.649928
9       5   4959.0  1109.472111               37.584887      50.376635      31.485479      1.599996   0.437416  0.818857
10      5   3465.0   775.220985               31.417225      44.823073      23.620402      1.897642   0.625667  0.907068
11      5  10122.0  2264.584938               53.696919     129.367838      33.125939      3.905333   0.090896  0.591653
12      5  14676.0  3283.446804               64.657670     133.302725      50.972748      2.615176   0.058762  0.535679
13      5   7387.0  1652.686123               45.872272      84.824225      32.794691      2.586523   0.187500  0.693029
14      5   5622.0  1257.804438               40.018575      72.560196      27.935920      2.597380   0.212583  0.678986
15      5   8099.0  1811.981171               48.032136      92.891959      37.407925      2.483216   0.092157  0.599926
16      5   2724.0   609.437796               27.856064      42.431348      19.203914      2.209516   0.593958  0.874759
17      5   9093.0  2034.367797               50.894376      66.781880      49.415037      1.351449   0.218757  0.734313
18      5   3742.0   837.193918               32.648865      40.490695      29.404451      1.377026   0.529493  0.834895
19      5  12800.0  2863.731200               60.383904     111.722200      71.687448      1.558463   0.053040  0.425843
20      5   5415.0  1211.492535               39.274931      58.720030      37.251969      1.576293   0.301357  0.678742
21      5   3805.0   851.288845               32.922555      42.139124      31.419450      1.341180   0.358517  0.767601
22      5   3108.0   695.349732               29.754777      34.462364      28.518354      1.208428   0.533010  0.833915
23      5   3935.0   880.373615               33.480240      52.436128      29.184532      1.796710   0.196845  0.644765
24      5   5587.0  1249.973923               39.893812      55.287290      48.802340      1.132882   0.133838  0.565772
25      5  21025.0  4703.902225               77.389885     123.792272      92.101816      1.344081   0.034362  0.517972
26      5  17325.0  3876.104925               70.251050     144.579696      66.680277      2.168253   0.050588  0.509664
27      5   7287.0  1630.313223               45.560721      77.623208      37.263972      2.083063   0.135851  0.614056
28      5   3312.0   740.990448               30.715767      37.135121      28.061970      1.323326   0.555085  0.860260
29      5   2262.0   506.074998               25.384143      32.706098      21.306516      1.535028   0.707020  0.910628
30      5   3203.0   716.603987               30.206101      56.102795      24.296474      2.309092   0.227167  0.635012
31      5   4443.0   994.027947               35.575774      44.240693      35.704698      1.239072   0.368963  0.765507
32      5  15544.0  3477.643576               66.542267     157.142321      53.555074      2.934219   0.055414  0.479723
33      5  21587.0  4829.637923               78.417383     184.187075      53.544801      3.439869   0.038062  0.566365
34      5   4428.0   990.672012               35.515670      46.954172      29.705334      1.580665   0.366746  0.789446
35      5  13488.0  3017.656752               61.985481     110.306318      57.114282      1.931326   0.062049  0.565748
36      5   9970.0  2230.578130               53.292216     122.385943      32.606237      3.753452   0.088126  0.589313
37      5   3843.0   859.790547               33.086543      39.887625      31.443698      1.268541   0.275976  0.784446
38      5   3517.0   786.854893               31.652089      49.960784      23.694903      2.108503   0.309989  0.742140
39      5   4836.0  1081.953444               37.115844      71.461479      27.575903      2.591447   0.161283  0.679691
40      5   5478.0  1225.587462               39.502739      66.740531      33.572933      1.987927   0.149039  0.613850
41      5   8228.0  1840.842212               48.413150      75.876206      48.560719      1.562502   0.079110  0.629485
42      5  20439.0  4572.797031               76.303775     118.725649      85.608611      1.386842   0.046156  0.542609
43      5   1662.0   371.837598               21.758638      28.963823      17.939507      1.614527   0.536861  0.896440
44      5   4826.0  1079.716154               37.077450      77.118171      30.024188      2.568535   0.138255  0.584970
45      5    705.0   157.728945               14.171335      29.421893       8.900744      3.305554   0.417711  0.787709
46      5   2803.0   627.112387               28.257110      40.593968      22.767014      1.783017   0.440759  0.836467
47      5   1875.0   419.491875               23.110899      32.336057      19.552005      1.653849   0.398437  0.741987
48      5   1197.0   267.803613               18.465594      24.545479      15.075160      1.628207   0.666157  0.959135
49      5   1922.0   430.007138               23.398763      30.934009      18.825663      1.643183   0.645586  0.911332
50      5   1207.0   270.040903               18.542566      33.222988      11.304165      2.939004   0.530092  0.863376
51      5   3377.0   755.532833               31.015710      42.074004      26.133989      1.609934   0.327644  0.760414
52      5   1576.0   352.596904               21.188212      33.052533      14.772797      2.237392   0.591678  0.859793
53      5   2627.0   587.736083               27.355599      42.636110      20.785632      2.051230   0.420408  0.765889
54      5   6336.0  1417.546944               42.483842      60.614507      46.418941      1.305814   0.143222  0.586341
55      5  16702.0  3736.721758               68.976387     135.297460      77.007843      1.756931   0.048643  0.490384
56      5    706.0   157.952674               14.181382      29.494363       8.204533      3.594886   0.444416  0.805017
